bias,bb,atr_max,ses,rr,trades,wr,net,pf,dd,tpd,losing_months,worst_month,max_consec_loss,n_months
ribbon_4MA_15M,"BB(30,2.0)",1.5,hot8,3.000,755,28.477,-680.190,0.837,801.780,1.467,14,-186.970,15,18
ribbon_4MA_15M,"BB(30,2.0)",1.5,L+NY,1.500,801,44.320,434.855,1.119,158.345,1.557,7,-86.340,11,18
ribbon_4MA_15M,"BB(30,2.0)",1.5,L+NY,2.000,763,37.090,121.970,1.032,245.240,1.484,10,-86.400,14,18
ribbon_4MA_15M,"BB(30,2.0)",1.5,L+NY,3.000,737,30.665,-527.140,0.869,736.560,1.433,11,-167.390,15,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,all,1.500,1843,42.919,3.165,1.000,666.860,3.580,9,-184.385,17,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,all,2.000,1764,37.415,-168.510,0.981,802.430,3.426,8,-272.930,20,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,all,3.000,1712,32.360,-710.830,0.924,1173.380,3.325,9,-420.260,24,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,hot8,1.500,879,40.956,-232.325,0.945,345.695,1.707,9,-95.925,11,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,hot8,2.000,850,34.353,-418.410,0.906,521.520,1.651,12,-110.190,12,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,hot8,3.000,828,28.623,-845.140,0.819,1006.600,1.608,11,-222.490,16,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,L+NY,1.500,877,44.128,269.710,1.065,206.390,1.705,7,-69.885,12,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,L+NY,2.000,836,37.560,89.820,1.021,281.540,1.626,8,-67.330,16,18
ribbon_4MA_15M,"BB(30,2.0)",2.0,L+NY,3.000,807,30.979,-661.390,0.853,816.350,1.569,11,-253.070,16,18
ribbon_4MA_1H,"BB(30,1.5)",none,all,1.500,3141,42.343,-321.625,0.980,1049.940,6.137,9,-546.445,16,17
ribbon_4MA_1H,"BB(30,1.5)",none,all,2.000,2941,37.436,-888.450,0.945,1533.180,5.746,12,-718.850,17,17
ribbon_4MA_1H,"BB(30,1.5)",none,all,3.000,2778,32.649,-1341.820,0.916,1627.770,5.427,12,-705.780,21,17
ribbon_4MA_1H,"BB(30,1.5)",none,hot8,1.500,1634,42.778,-335.750,0.959,740.550,3.194,7,-310.570,12,17
ribbon_4MA_1H,"BB(30,1.5)",none,hot8,2.000,1549,36.540,-874.690,0.898,1090.830,3.028,10,-543.530,14,17
ribbon_4MA_1H,"BB(30,1.5)",none,hot8,3.000,1468,30.858,-1123.070,0.869,1326.080,2.869,11,-469.610,20,17
ribbon_4MA_1H,"BB(30,1.5)",none,L+NY,1.500,1498,43.725,-192.925,0.975,635.010,2.929,10,-355.010,13,17
ribbon_4MA_1H,"BB(30,1.5)",none,L+NY,2.000,1410,37.801,-522.330,0.934,800.060,2.757,9,-409.740,18,17
ribbon_4MA_1H,"BB(30,1.5)",none,L+NY,3.000,1326,32.428,-918.770,0.883,1202.620,2.593,9,-498.150,19,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,all,1.500,2400,42.125,-435.460,0.962,856.855,4.689,10,-332.090,17,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,all,2.000,2272,37.280,-382.630,0.967,944.560,4.439,9,-405.290,17,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,all,3.000,2177,31.925,-816.610,0.930,1023.270,4.253,12,-387.250,21,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,hot8,1.500,1176,42.942,19.790,1.004,357.560,2.299,8,-212.500,10,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,hot8,2.000,1124,36.566,-280.300,0.950,528.020,2.197,10,-297.690,12,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,hot8,3.000,1088,30.055,-584.760,0.900,794.620,2.127,12,-222.310,13,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,L+NY,1.500,1054,43.928,182.920,1.036,413.495,2.062,7,-256.140,11,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,L+NY,2.000,995,37.789,-8.400,0.998,391.300,1.947,6,-151.650,13,17
ribbon_4MA_1H,"BB(30,1.5)",1.2,L+NY,3.000,955,31.518,-438.530,0.918,628.880,1.868,10,-241.300,19,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,all,1.500,2825,42.301,-254.625,0.982,585.725,5.519,10,-341.935,16,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,all,2.000,2652,37.368,-588.550,0.957,1023.000,5.181,9,-501.160,16,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,all,3.000,2525,32.554,-914.950,0.934,1163.470,4.933,12,-513.110,16,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,hot8,1.500,1449,42.926,-7.785,0.999,440.985,2.832,7,-183.545,12,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,hot8,2.000,1367,36.430,-531.990,0.925,789.010,2.672,8,-365.730,13,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,hot8,3.000,1302,30.645,-765.970,0.894,981.320,2.545,11,-278.700,17,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,L+NY,1.500,1315,43.802,193.110,1.030,438.145,2.572,8,-242.885,12,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,L+NY,2.000,1233,37.875,-128.200,0.980,464.170,2.411,8,-246.840,16,17
ribbon_4MA_1H,"BB(30,1.5)",1.5,L+NY,3.000,1165,32.446,-536.930,0.918,758.670,2.278,9,-322.140,17,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,all,1.500,3072,42.122,-546.505,0.965,1110.435,6.002,9,-593.640,16,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,all,2.000,2877,37.261,-945.200,0.939,1582.850,5.621,10,-748.610,17,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,all,3.000,2718,32.377,-1482.450,0.904,1631.280,5.310,13,-734.340,21,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,hot8,1.500,1600,42.562,-382.300,0.952,694.085,3.127,8,-352.985,13,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,hot8,2.000,1513,36.352,-886.560,0.893,1120.950,2.957,11,-575.430,14,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,hot8,3.000,1435,30.523,-1215.340,0.854,1426.380,2.805,11,-488.400,20,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,L+NY,1.500,1457,43.720,-128.325,0.983,635.235,2.849,10,-397.425,13,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,L+NY,2.000,1367,37.820,-423.130,0.944,752.650,2.673,10,-441.640,17,17
ribbon_4MA_1H,"BB(30,1.5)",2.0,L+NY,3.000,1288,32.220,-905.910,0.880,1149.100,2.519,10,-516.940,20,17
ribbon_4MA_1H,"BB(30,2.0)",none,all,1.500,2509,43.085,15.465,1.001,721.520,4.902,9,-474.295,15,17
ribbon_4MA_1H,"BB(30,2.0)",none,all,2.000,2396,38.272,-329.870,0.975,920.700,4.681,10,-541.280,16,17
ribbon_4MA_1H,"BB(30,2.0)",none,all,3.000,2310,33.550,-935.280,0.930,1113.470,4.513,11,-641.300,18,17
ribbon_4MA_1H,"BB(30,2.0)",none,hot8,1.500,1222,41.571,-504.770,0.920,676.040,2.389,9,-349.565,14,17
ribbon_4MA_1H,"BB(30,2.0)",none,hot8,2.000,1177,35.854,-690.190,0.895,892.130,2.301,12,-431.320,21,17
ribbon_4MA_1H,"BB(30,2.0)",none,hot8,3.000,1137,30.431,-1047.930,0.844,1234.340,2.222,12,-439.490,22,17
ribbon_4MA_1H,"BB(30,2.0)",none,L+NY,1.500,1209,43.093,-232.710,0.963,497.715,2.364,8,-327.240,11,17
ribbon_4MA_1H,"BB(30,2.0)",none,L+NY,2.000,1157,37.597,-337.490,0.948,588.180,2.263,9,-309.450,17,17
ribbon_4MA_1H,"BB(30,2.0)",none,L+NY,3.000,1110,31.982,-950.650,0.856,1119.920,2.171,12,-376.830,18,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,all,1.500,1776,43.356,76.055,1.009,389.700,3.470,8,-222.705,13,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,all,2.000,1722,37.573,-207.870,0.976,564.160,3.364,11,-260.700,12,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,all,3.000,1676,32.458,-446.050,0.950,759.850,3.274,11,-344.390,14,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,hot8,1.500,823,42.284,48.120,1.013,301.755,1.609,10,-200.515,8,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,hot8,2.000,798,35.213,-261.020,0.935,492.420,1.560,10,-224.780,13,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,hot8,3.000,784,29.082,-514.360,0.880,648.200,1.532,11,-185.280,14,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,L+NY,1.500,797,43.287,142.490,1.037,258.060,1.562,9,-201.915,10,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,L+NY,2.000,766,36.292,-160.260,0.960,347.120,1.501,10,-120.500,11,17
ribbon_4MA_1H,"BB(30,2.0)",1.2,L+NY,3.000,744,29.973,-574.950,0.865,670.130,1.458,12,-160.340,15,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,all,1.500,2174,43.008,119.100,1.012,570.890,4.247,9,-267.815,14,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,all,2.000,2082,37.896,-191.240,0.982,732.880,4.068,9,-371.100,14,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,all,3.000,2023,33.366,-504.960,0.954,811.530,3.952,9,-482.010,14,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,hot8,1.500,1043,41.898,-118.330,0.976,467.765,2.039,11,-222.540,11,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,hot8,2.000,1001,35.664,-373.620,0.929,580.930,1.957,12,-253.520,17,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,hot8,3.000,973,30.216,-649.920,0.880,768.820,1.902,12,-248.580,18,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,L+NY,1.500,1031,43.356,214.455,1.043,321.165,2.016,9,-215.115,14,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,L+NY,2.000,985,37.665,73.080,1.014,449.950,1.926,8,-146.550,15,17
ribbon_4MA_1H,"BB(30,2.0)",1.5,L+NY,3.000,951,31.966,-494.800,0.907,592.810,1.860,12,-200.820,15,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,all,1.500,2431,43.028,14.765,1.001,661.860,4.750,9,-457.495,15,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,all,2.000,2324,38.210,-253.030,0.979,914.020,4.541,8,-539.030,16,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,all,3.000,2246,33.393,-870.380,0.931,1164.160,4.388,11,-642.230,17,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,hot8,1.500,1190,41.345,-527.085,0.914,691.575,2.326,10,-391.980,14,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,hot8,2.000,1144,35.577,-712.690,0.887,907.320,2.236,12,-463.220,21,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,hot8,3.000,1107,30.081,-1057.080,0.837,1218.980,2.164,12,-458.280,22,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,L+NY,1.500,1169,43.114,-159.380,0.973,497.940,2.286,8,-369.655,11,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,L+NY,2.000,1117,37.601,-246.870,0.960,509.350,2.184,7,-341.350,16,17
ribbon_4MA_1H,"BB(30,2.0)",2.0,L+NY,3.000,1075,31.814,-849.480,0.865,978.090,2.102,13,-395.620,18,17
