ma,bb_p,bb_m,pb,sl,buf,rr,ses,f1,f2,f3,mean,min,wr,pf,trd,robust
ribbon_only,30,2.500,5,candle,3.000,2.000,hot8,-75.970,60.400,52.220,12.217,-75.970,35.740,1.072,172,False
ribbon_only,30,2.500,5,candle,3.000,3.000,all,62.030,-29.180,97.920,43.590,-29.180,33.618,1.079,342,False
ribbon_only,30,2.500,5,candle,3.000,3.000,hot8,-100.580,51.610,38.170,-3.600,-100.580,29.122,1.005,166,False
ribbon_only,30,2.500,5,pullback,2.000,1.500,all,117.220,-41.470,126.255,67.335,-41.470,45.949,1.128,365,False
ribbon_only,30,2.500,5,pullback,2.000,1.500,hot8,12.125,31.515,37.025,26.888,12.125,42.902,1.120,178,True
ribbon_only,30,2.500,5,pullback,2.000,2.000,all,99.700,-23.960,164.420,80.053,-23.960,40.322,1.145,352,False
ribbon_only,30,2.500,5,pullback,2.000,2.000,hot8,25.210,74.880,-21.000,26.363,-21.000,36.908,1.163,175,False
ribbon_only,30,2.500,5,pullback,2.000,3.000,all,95.180,-70.950,94.030,39.420,-70.950,35.380,1.059,336,False
ribbon_only,30,2.500,5,pullback,2.000,3.000,hot8,-49.620,48.980,-86.900,-29.180,-86.900,28.728,0.943,167,False
ribbon_only,30,2.500,5,pullback,3.000,1.500,all,108.810,-30.815,213.100,97.032,-30.815,45.934,1.181,336,False
ribbon_only,30,2.500,5,pullback,3.000,1.500,hot8,-22.200,55.500,67.645,33.648,-22.200,43.019,1.150,170,False
ribbon_only,30,2.500,5,pullback,3.000,2.000,all,132.070,-47.120,138.000,74.317,-47.120,40.204,1.126,325,False
ribbon_only,30,2.500,5,pullback,3.000,2.000,hot8,-26.600,85.630,-1.590,19.147,-26.600,36.522,1.133,162,False
ribbon_only,30,2.500,5,pullback,3.000,3.000,all,140.330,-77.100,42.850,35.360,-77.100,36.336,1.047,319,False
ribbon_only,30,2.500,5,pullback,3.000,3.000,hot8,-66.620,84.820,-68.430,-16.743,-68.430,31.938,1.018,160,False
