entry_time,exit_time,direction,pattern,entry,sl,tp,exit_price,pnl_points,bars_held,outcome
2026-02-17 04:32:00,2026-02-17 07:17:00,-1,P2,4962.25,4973.28,4907.100000000001,4907.100000000001,54.84999999999873,165,TP
2026-02-17 08:15:00,2026-02-17 08:18:00,-1,P2,4887.47,4896.52,4842.219999999999,4896.52,-9.350000000000183,3,SL
2026-02-17 09:30:00,2026-02-17 09:38:00,-1,P2,4905.33,4918.65,4838.730000000001,4918.65,-13.61999999999971,8,SL
2026-02-17 11:17:00,2026-02-17 11:53:00,-1,P2,4921.27,4930.76,4873.8200000000015,4930.76,-9.789999999999782,36,SL
2026-02-17 13:34:00,2026-02-17 14:00:00,-1,P2,4924.64,4931.54,4890.140000000002,4931.54,-7.199999999999636,26,SL
2026-02-17 15:56:00,2026-02-17 19:56:00,-1,P2,4897.97,4926.41,4755.770000000002,4861.63,36.04000000000015,240,EOD
2026-02-18 05:55:00,2026-02-18 09:55:00,1,P2,4921.5,4914.86,4954.700000000002,4930.97,9.170000000000254,240,EOD
2026-02-18 11:23:00,2026-02-18 12:38:00,1,P2,4921.42,4911.0,4973.52,4911.0,-10.720000000000073,75,SL
2026-02-18 14:42:00,2026-02-18 17:03:00,1,P2,4930.26,4915.84,5002.360000000001,5002.360000000001,71.80000000000037,141,TP
2026-02-18 18:02:00,2026-02-18 18:22:00,1,P2,5000.85,4993.0,5040.100000000002,4993.0,-8.150000000000365,20,SL
2026-02-18 18:33:00,2026-02-18 20:25:00,1,P2,5001.17,4989.45,5059.770000000001,4989.45,-12.020000000000255,112,SL
2026-02-18 22:04:00,2026-02-18 22:12:00,1,P2,4984.04,4976.49,5021.790000000001,4976.49,-7.850000000000182,8,SL
2026-02-18 22:33:00,2026-02-19 01:00:00,1,P2,4981.34,4974.65,5014.790000000003,4974.65,-6.990000000000509,85,SL
2026-02-19 04:15:00,2026-02-19 05:45:00,-1,P2,4970.91,4979.37,4928.61,4979.37,-8.760000000000037,90,SL
2026-02-19 06:31:00,2026-02-19 06:47:00,1,P2,4983.02,4977.72,5009.520000000001,4977.72,-5.600000000000182,16,SL
2026-02-19 07:31:00,2026-02-19 08:45:00,1,P2,4990.08,4985.54,5012.78,5012.78,22.399999999999817,74,TP
2026-02-19 09:32:00,2026-02-19 09:55:00,1,P2,5019.62,5012.88,5053.319999999999,5012.88,-7.0399999999997815,23,SL
2026-02-19 13:16:00,2026-02-19 15:56:00,-1,P2,4979.72,4998.29,4886.870000000002,4998.29,-18.86999999999971,160,SL
2026-02-19 16:32:00,2026-02-19 16:38:00,-1,P2,4974.43,4981.99,4936.630000000003,4981.99,-7.8599999999994905,6,SL
2026-02-19 17:27:00,2026-02-19 18:27:00,1,P2,5011.14,4994.2,5095.840000000003,4994.2,-17.24000000000051,60,SL
2026-02-19 18:41:00,2026-02-19 19:37:00,1,P2,5007.2,4989.66,5094.9,4989.66,-17.839999999999964,56,SL
2026-02-19 20:24:00,2026-02-19 22:00:00,-1,P2,4978.44,4991.25,4914.389999999998,4991.25,-13.110000000000401,96,SL
2026-02-20 07:48:00,2026-02-20 11:48:00,1,P2,5005.91,4996.1,5054.959999999997,5032.85,26.64000000000051,240,EOD
2026-02-20 12:17:00,2026-02-20 13:47:00,1,P2,5028.63,5017.6,5083.779999999999,5017.6,-11.329999999999746,90,SL
2026-02-20 16:30:00,2026-02-20 17:02:00,1,P2,5045.57,5037.63,5085.269999999998,5037.63,-8.2399999999996,32,SL
2026-02-20 18:06:00,2026-02-20 22:06:00,1,P2,5052.73,5036.86,5132.079999999999,5077.47,24.44000000000069,240,EOD
