ma_combo,pattern,rr,sl_buf,trades,win_rate,tp_rate,sl_rate,net_pts,avg_trade_pts,profit_factor,max_dd_pts,trades_per_day,p1_share,p2_share,mode,sl_method
ribbon_ema100,P1,5.000,2.000,4885,28.270,8.373,64.852,-377.261,-0.077,0.981,971.306,3.165,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,5.000,2.000,4886,28.264,8.371,64.859,-380.683,-0.078,0.981,972.567,3.166,100.000,0.000,m30_15,swing15m
ribbon_ema100,both,3.000,3.000,5296,32.666,14.823,59.592,-397.522,-0.075,0.982,900.504,3.432,72.772,27.228,m30_15,swing15m
ribbon_ema55_ema100,both,3.000,3.000,5296,32.666,14.823,59.592,-397.810,-0.075,0.982,898.630,3.432,72.772,27.228,m30_15,swing15m
ribbon_ema100,P1,3.000,3.000,4682,33.383,13.584,57.817,-397.862,-0.085,0.981,1177.044,3.034,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,3.000,3.000,4682,33.383,13.584,57.817,-398.150,-0.085,0.981,1177.332,3.034,100.000,0.000,m30_15,swing15m
ribbon_ema55,P2,1.500,3.000,3385,40.709,30.990,51.462,-402.793,-0.119,0.971,869.072,2.193,0.000,100.000,m30_15,swing15m
ribbon_only,P2,1.500,3.000,3317,40.850,30.660,51.010,-423.759,-0.128,0.970,852.692,2.149,0.000,100.000,m30_15,swing15m
ribbon_ema55_ema100,P2,1.500,3.000,3510,40.912,31.823,51.994,-446.008,-0.127,0.966,842.471,2.274,0.000,100.000,m30_15,swing15m
ribbon_ema100,P2,1.500,3.000,3510,40.912,31.823,51.994,-447.414,-0.127,0.966,842.710,2.274,0.000,100.000,m30_15,swing15m
ribbon_ema55_ema100,P2,1.500,2.000,3705,41.026,34.359,53.576,-487.881,-0.132,0.961,724.412,2.401,0.000,100.000,m30_15,swing15m
ribbon_ema100,P2,1.500,2.000,3704,41.010,34.341,53.591,-494.688,-0.134,0.961,730.052,2.400,0.000,100.000,m30_15,swing15m
ribbon_ema100,both,5.000,2.000,5566,27.488,9.378,66.745,-545.501,-0.098,0.974,934.826,3.607,71.811,28.189,m30_15,swing15m
ribbon_ema55_ema100,both,5.000,2.000,5568,27.496,9.393,66.756,-548.247,-0.098,0.974,935.410,3.608,71.803,28.197,m30_15,swing15m
ribbon_ema55,P1,5.000,3.000,4347,32.045,6.280,58.155,-555.781,-0.128,0.974,1022.305,2.817,100.000,0.000,m30_15,swing15m
ribbon_only,P2,1.500,2.000,3545,40.451,33.004,53.568,-569.765,-0.161,0.958,771.369,2.297,0.000,100.000,m30_15,swing15m
ribbon_ema55_ema100,P1,2.000,2.000,5556,36.537,25.216,56.551,-594.465,-0.107,0.973,1207.569,3.600,100.000,0.000,m30_15,swing15m
ribbon_ema100,P1,2.000,2.000,5555,36.544,25.203,56.544,-595.712,-0.107,0.973,1210.976,3.599,100.000,0.000,m30_15,swing15m
ribbon_ema100,P1,4.000,3.000,4552,31.459,9.205,59.732,-604.814,-0.133,0.971,1056.674,2.949,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,4.000,3.000,4552,31.459,9.205,59.732,-605.102,-0.133,0.971,1054.800,2.949,100.000,0.000,m30_15,swing15m
ribbon_only,both,5.000,3.000,4667,31.883,5.892,58.924,-694.196,-0.149,0.969,1048.567,3.024,76.709,23.291,m30_15,swing15m
ribbon_only,P1,3.000,3.000,4469,35.064,12.150,54.665,-706.507,-0.158,0.968,1069.640,2.896,100.000,0.000,m30_15,swing15m
ribbon_only,both,5.000,2.000,5181,29.357,7.431,64.003,-708.359,-0.137,0.969,1151.171,3.357,76.935,23.065,m30_15,swing15m
ribbon_ema55_ema100,P1,1.500,3.000,5358,41.676,30.739,49.608,-715.621,-0.134,0.969,1093.585,3.472,100.000,0.000,m30_15,swing15m
ribbon_ema100,P1,1.500,3.000,5358,41.676,30.720,49.608,-719.137,-0.134,0.968,1099.262,3.472,100.000,0.000,m30_15,swing15m
ribbon_ema100,P1,2.000,3.000,4974,37.274,22.919,53.599,-719.517,-0.145,0.967,1161.346,3.223,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,2.000,3.000,4974,37.274,22.919,53.599,-719.805,-0.145,0.967,1161.634,3.223,100.000,0.000,m30_15,swing15m
ribbon_ema100,both,4.000,2.000,5669,29.070,12.701,65.179,-760.409,-0.134,0.965,899.890,3.673,72.500,27.500,m30_15,swing15m
ribbon_ema55_ema100,both,4.000,2.000,5671,29.078,12.714,65.191,-766.955,-0.135,0.965,904.275,3.675,72.492,27.508,m30_15,swing15m
ribbon_ema100,P1,3.000,2.000,5158,31.931,16.363,61.361,-785.922,-0.152,0.962,1382.019,3.342,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,3.000,2.000,5159,31.925,16.360,61.368,-789.344,-0.153,0.962,1383.280,3.343,100.000,0.000,m30_15,swing15m
ribbon_ema100,both,3.000,2.000,5881,31.508,17.565,62.574,-790.549,-0.134,0.964,1240.582,3.811,73.236,26.764,m30_15,swing15m
ribbon_ema55_ema100,both,3.000,2.000,5883,31.515,17.576,62.587,-800.895,-0.136,0.964,1248.767,3.812,73.228,26.772,m30_15,swing15m
ribbon_only,P1,4.000,3.000,4351,33.578,7.860,56.171,-812.164,-0.187,0.963,969.703,2.819,100.000,0.000,m30_15,swing15m
ribbon_ema100,both,4.000,3.000,5132,30.534,9.918,61.867,-833.514,-0.162,0.962,983.810,3.325,71.941,28.059,m30_15,swing15m
ribbon_ema55_ema100,both,4.000,3.000,5132,30.534,9.918,61.867,-833.802,-0.162,0.962,984.098,3.325,71.941,28.059,m30_15,swing15m
ribbon_ema100,P1,4.000,2.000,5002,29.648,11.655,63.754,-874.689,-0.175,0.957,1052.487,3.241,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,4.000,2.000,5003,29.642,11.653,63.762,-878.111,-0.176,0.957,1055.909,3.242,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P2,1.000,3.000,3763,48.233,43.449,45.549,-914.069,-0.243,0.928,1083.675,2.438,0.000,100.000,m30_15,swing15m
ribbon_ema100,P2,1.000,3.000,3763,48.233,43.449,45.549,-915.476,-0.243,0.928,1085.081,2.438,0.000,100.000,m30_15,swing15m
ribbon_only,P1,1.500,3.000,5125,42.615,29.776,47.512,-919.027,-0.179,0.962,1201.369,3.321,100.000,0.000,m30_15,swing15m
ribbon_ema55,P1,5.000,2.000,4783,29.166,7.401,63.433,-933.372,-0.195,0.956,1161.829,3.099,100.000,0.000,m30_15,swing15m
ribbon_only,P1,3.000,2.000,4964,33.098,15.068,59.287,-943.618,-0.190,0.958,1320.885,3.216,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P2,1.000,2.000,3969,48.602,45.276,46.838,-946.867,-0.239,0.921,1070.559,2.572,0.000,100.000,m30_15,swing15m
ribbon_ema55,P1,3.000,3.000,4526,34.534,12.837,55.590,-947.540,-0.209,0.958,1164.942,2.933,100.000,0.000,m30_15,swing15m
ribbon_ema55,P1,1.500,3.000,5170,42.166,29.981,48.221,-947.969,-0.183,0.961,1099.795,3.350,100.000,0.000,m30_15,swing15m
ribbon_ema100,P2,1.000,2.000,3968,48.589,45.262,46.850,-951.774,-0.240,0.920,1075.466,2.571,0.000,100.000,m30_15,swing15m
ribbon_ema55,both,5.000,3.000,4771,31.021,6.665,60.323,-974.397,-0.204,0.957,1406.118,3.091,74.492,25.508,m30_15,swing15m
ribbon_only,P1,2.000,3.000,4738,38.518,21.275,50.823,-1014.646,-0.214,0.956,1218.157,3.070,100.000,0.000,m30_15,swing15m
ribbon_only,P1,2.000,2.000,5320,37.293,24.060,54.925,-1016.874,-0.191,0.957,1167.764,3.447,100.000,0.000,m30_15,swing15m
ribbon_ema55,P2,1.000,2.000,3878,48.350,44.740,46.674,-1035.501,-0.267,0.918,1153.098,2.513,0.000,100.000,m30_15,swing15m
ribbon_ema55,P2,1.000,3.000,3626,47.711,42.609,45.312,-1040.746,-0.287,0.922,1219.523,2.350,0.000,100.000,m30_15,swing15m
ribbon_ema100,both,2.000,2.000,6318,35.992,26.005,57.771,-1055.703,-0.167,0.955,1354.632,4.094,74.850,25.150,m30_15,swing15m
ribbon_ema100,both,2.000,3.000,5624,36.647,23.435,55.245,-1057.311,-0.188,0.955,1262.038,3.644,73.898,26.102,m30_15,swing15m
ribbon_ema55_ema100,both,2.000,3.000,5624,36.647,23.435,55.245,-1057.599,-0.188,0.955,1262.326,3.644,73.898,26.102,m30_15,swing15m
ribbon_ema55,P1,4.000,3.000,4401,32.856,8.498,57.146,-1061.208,-0.241,0.951,1202.474,2.852,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,both,2.000,2.000,6320,35.997,26.028,57.785,-1065.181,-0.169,0.955,1361.948,4.095,74.842,25.158,m30_15,swing15m
ribbon_ema55,both,5.000,2.000,5304,28.526,8.126,65.121,-1090.525,-0.206,0.952,1412.446,3.437,75.151,24.849,m30_15,swing15m
ribbon_only,both,3.000,2.000,5470,32.486,15.594,60.585,-1090.922,-0.199,0.954,1316.969,3.544,78.099,21.901,m30_15,swing15m
ribbon_only,both,3.000,3.000,4857,34.301,12.600,56.166,-1100.419,-0.227,0.953,1309.916,3.147,78.011,21.989,m30_15,swing15m
ribbon_ema55,P1,2.000,2.000,5407,36.971,24.357,55.706,-1115.842,-0.206,0.952,1236.488,3.504,100.000,0.000,m30_15,swing15m
ribbon_only,both,4.000,2.000,5287,30.698,10.668,62.833,-1122.726,-0.212,0.952,1352.742,3.426,77.133,22.867,m30_15,swing15m
ribbon_only,both,1.500,3.000,5575,41.686,29.668,49.040,-1123.778,-0.202,0.956,1355.559,3.612,79.552,20.448,m30_15,swing15m
ribbon_only,P2,1.000,3.000,3560,47.528,42.247,45.253,-1126.139,-0.316,0.917,1232.655,2.307,0.000,100.000,m30_15,swing15m
ribbon_only,P2,1.000,2.000,3812,48.006,44.281,46.852,-1135.200,-0.298,0.912,1209.465,2.470,0.000,100.000,m30_15,swing15m
ribbon_only,both,2.000,3.000,5163,37.904,21.673,52.315,-1136.694,-0.220,0.954,1330.905,3.345,78.946,21.054,m30_15,swing15m
ribbon_only,P1,4.000,2.000,4809,31.295,9.981,61.385,-1179.589,-0.245,0.946,1379.031,3.116,100.000,0.000,m30_15,swing15m
ribbon_ema55,both,3.000,3.000,4977,33.775,13.462,57.324,-1212.290,-0.244,0.948,1445.144,3.225,76.030,23.970,m30_15,swing15m
ribbon_ema55_ema100,both,1.500,3.000,6056,40.703,30.862,51.503,-1214.121,-0.200,0.951,1302.110,3.924,75.017,24.983,m30_15,swing15m
ribbon_ema100,both,1.500,3.000,6056,40.703,30.845,51.503,-1217.638,-0.201,0.950,1305.626,3.924,75.017,24.983,m30_15,swing15m
ribbon_only,both,2.000,2.000,5867,36.646,24.646,56.059,-1298.278,-0.221,0.948,1444.400,3.802,79.103,20.897,m30_15,swing15m
ribbon_ema55,both,4.000,2.000,5415,29.954,11.394,63.915,-1299.754,-0.240,0.944,1551.221,3.509,75.512,24.488,m30_15,swing15m
ribbon_ema55,P1,2.000,3.000,4792,37.959,21.557,51.857,-1310.366,-0.273,0.943,1490.064,3.105,100.000,0.000,m30_15,swing15m
ribbon_ema55,both,1.500,3.000,5709,41.286,30.023,49.956,-1328.325,-0.233,0.948,1523.973,3.699,77.824,22.176,m30_15,swing15m
ribbon_ema55,P1,3.000,2.000,5033,32.307,15.120,60.381,-1332.357,-0.265,0.940,1516.603,3.261,100.000,0.000,m30_15,swing15m
ribbon_only,P1,1.500,2.000,5741,41.404,31.806,51.367,-1366.896,-0.238,0.945,1565.564,3.720,100.000,0.000,m30_15,swing15m
ribbon_only,both,4.000,3.000,4715,32.683,8.102,57.900,-1381.368,-0.293,0.940,1580.346,3.055,77.306,22.694,m30_15,swing15m
ribbon_ema55_ema100,P1,1.500,2.000,5960,40.604,32.450,52.836,-1406.217,-0.236,0.939,1609.207,3.862,100.000,0.000,m30_15,swing15m
ribbon_ema100,P1,1.500,2.000,5960,40.604,32.433,52.836,-1408.530,-0.236,0.939,1611.520,3.862,100.000,0.000,m30_15,swing15m
ribbon_ema55,P1,4.000,2.000,4888,30.565,10.495,62.377,-1455.945,-0.298,0.933,1665.806,3.167,100.000,0.000,m30_15,swing15m
ribbon_ema55,both,4.000,3.000,4829,31.994,9.008,59.081,-1457.278,-0.302,0.937,1647.747,3.129,75.233,24.767,m30_15,swing15m
ribbon_ema55,both,3.000,2.000,5585,31.746,15.864,61.647,-1474.075,-0.264,0.938,1695.543,3.619,76.383,23.617,m30_15,swing15m
ribbon_ema55,P1,1.500,2.000,5779,40.872,31.701,52.016,-1493.469,-0.258,0.939,1661.065,3.745,100.000,0.000,m30_15,swing15m
ribbon_ema55,both,2.000,2.000,6017,36.413,25.096,56.806,-1496.301,-0.249,0.940,1630.367,3.899,77.431,22.569,m30_15,swing15m
ribbon_only,both,1.500,2.000,6310,40.840,31.854,52.330,-1569.876,-0.249,0.940,1702.091,4.089,79.746,20.254,m30_15,swing15m
ribbon_ema55,both,2.000,3.000,5284,37.282,21.934,53.558,-1682.526,-0.318,0.932,1895.015,3.424,77.139,22.861,m30_15,swing15m
ribbon_ema100,both,1.500,2.000,6775,40.103,32.782,53.860,-1831.311,-0.270,0.926,1917.167,4.390,75.675,24.325,m30_15,swing15m
ribbon_ema55_ema100,both,1.500,2.000,6776,40.112,32.807,53.867,-1841.622,-0.272,0.926,1927.478,4.391,75.664,24.336,m30_15,swing15m
ribbon_ema55,both,1.500,2.000,6416,40.383,31.889,53.008,-1971.041,-0.307,0.924,2113.661,4.157,78.024,21.976,m30_15,swing15m
ribbon_only,P1,1.000,3.000,5757,48.324,40.681,42.852,-2291.531,-0.398,0.912,2446.725,3.730,100.000,0.000,m30_15,swing15m
ribbon_ema100,P1,1.000,3.000,5985,47.870,41.220,44.461,-2300.504,-0.384,0.905,2386.193,3.878,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,1.000,3.000,5986,47.862,41.230,44.470,-2307.904,-0.386,0.904,2393.594,3.879,100.000,0.000,m30_15,swing15m
ribbon_ema100,both,1.000,3.000,6771,47.275,41.515,45.532,-2354.247,-0.348,0.909,2443.330,4.387,76.532,23.468,m30_15,swing15m
ribbon_ema55_ema100,both,1.000,3.000,6772,47.268,41.524,45.540,-2361.647,-0.349,0.908,2450.731,4.388,76.536,23.464,m30_15,swing15m
ribbon_only,P1,1.000,2.000,6535,48.034,42.632,45.570,-2442.766,-0.374,0.906,2599.468,4.234,100.000,0.000,m30_15,swing15m
ribbon_only,both,1.000,3.000,6261,47.900,40.936,43.491,-2458.484,-0.393,0.910,2632.451,4.057,80.786,19.214,m30_15,swing15m
ribbon_ema100,P1,1.000,2.000,6668,47.271,42.427,46.761,-2602.548,-0.390,0.891,2682.631,4.321,100.000,0.000,m30_15,swing15m
ribbon_ema55_ema100,P1,1.000,2.000,6668,47.256,42.427,46.776,-2604.221,-0.391,0.891,2684.304,4.321,100.000,0.000,m30_15,swing15m
ribbon_ema55,P1,1.000,3.000,5782,47.752,40.540,43.532,-2638.020,-0.456,0.897,2790.498,3.746,100.000,0.000,m30_15,swing15m
ribbon_ema100,both,1.000,2.000,7612,47.176,42.998,47.254,-2716.119,-0.357,0.894,2802.578,4.932,76.590,23.410,m30_15,swing15m
ribbon_ema55_ema100,both,1.000,2.000,7612,47.162,42.998,47.267,-2738.420,-0.360,0.893,2824.879,4.932,76.576,23.424,m30_15,swing15m
ribbon_only,both,1.000,2.000,7215,47.845,42.897,46.071,-2752.557,-0.382,0.901,2869.951,4.675,80.388,19.612,m30_15,swing15m
ribbon_ema55,both,1.000,3.000,6380,47.367,40.862,44.326,-2804.218,-0.440,0.896,2986.367,4.134,79.154,20.846,m30_15,swing15m
ribbon_ema55,P1,1.000,2.000,6540,47.385,42.294,46.177,-2893.062,-0.442,0.887,2994.096,4.238,100.000,0.000,m30_15,swing15m
ribbon_ema55,both,1.000,2.000,7300,47.438,42.726,46.562,-3097.637,-0.424,0.887,3204.609,4.730,79.000,21.000,m30_15,swing15m
