entry_time,exit_time,direction,pattern,entry,sl,tp,exit_price,pnl_points,bars_held,outcome
2024-12-31 14:45:00,2024-12-31 15:15:00,1,bb,2612.11,2606.69,2620.2400000000002,2606.69,-5.720000000000073,6,SL
2024-12-31 15:20:00,2024-12-31 18:45:00,1,bb,2612.19,2602.37,2626.92,2626.92,14.430000000000017,41,TP
2025-01-02 08:15:00,2025-01-02 11:00:00,1,bb,2632.26,2628.34,2638.1400000000003,2638.1400000000003,5.580000000000109,33,TP
2025-01-02 12:05:00,2025-01-02 12:20:00,1,bb,2635.55,2629.71,2644.3100000000004,2644.3100000000004,8.460000000000218,3,TP
2025-01-02 15:05:00,2025-01-02 15:15:00,1,bb,2641.93,2637.78,2648.1549999999993,2637.78,-4.449999999999636,2,SL
2025-01-03 08:05:00,2025-01-03 09:20:00,1,bb,2659.91,2652.87,2670.47,2652.87,-7.339999999999963,15,SL
2025-01-03 14:30:00,2025-01-03 15:20:00,1,bb,2655.88,2651.74,2662.0900000000006,2651.74,-4.440000000000327,10,SL
2025-01-06 11:20:00,2025-01-06 13:15:00,-1,bb,2635.05,2638.74,2629.515000000001,2638.74,-3.9899999999995996,23,SL
2025-01-07 09:55:00,2025-01-07 13:55:00,1,bb,2640.53,2635.04,2648.7650000000003,2648.44,7.609999999999855,48,EOD
2025-01-08 10:30:00,2025-01-08 14:20:00,1,bb,2651.34,2646.58,2658.4800000000005,2646.58,-5.060000000000218,46,SL
2025-01-09 16:30:00,2025-01-09 19:05:00,1,bb,2672.32,2664.25,2684.425,2664.25,-8.370000000000164,31,SL
2025-01-10 14:05:00,2025-01-10 14:35:00,1,bb,2679.28,2675.48,2684.9800000000005,2675.48,-4.100000000000182,6,SL
2025-01-10 14:40:00,2025-01-10 15:30:00,1,bb,2677.59,2671.92,2686.0950000000003,2671.92,-5.970000000000073,10,SL
2025-01-13 08:25:00,2025-01-13 09:40:00,-1,bb,2690.31,2693.95,2684.8500000000004,2684.8500000000004,5.159999999999582,15,TP
2025-01-13 09:45:00,2025-01-13 12:00:00,1,bb,2686.22,2681.46,2693.3599999999997,2681.46,-5.059999999999763,27,SL
2025-01-13 16:55:00,2025-01-13 17:55:00,-1,bb,2671.78,2677.29,2663.5150000000003,2663.5150000000003,7.964999999999873,12,TP
2025-01-14 08:00:00,2025-01-14 12:00:00,1,bb,2668.77,2664.32,2675.4449999999997,2668.49,-0.5800000000002001,48,EOD
2025-01-14 15:05:00,2025-01-14 15:30:00,-1,bb,2669.47,2673.66,2663.1849999999995,2673.66,-4.490000000000054,5,SL
2025-01-15 14:05:00,2025-01-15 15:30:00,1,bb,2686.03,2681.84,2692.3150000000005,2692.3150000000005,5.985000000000309,17,TP
2025-01-16 08:20:00,2025-01-16 09:45:00,1,bb,2691.9,2686.9,2699.4,2699.4,7.2,17,TP
2025-01-16 14:00:00,2025-01-16 14:30:00,1,bb,2706.56,2701.49,2714.165,2701.49,-5.3700000000001635,6,SL
