entry_time,exit_time,direction,pattern,entry,sl,tp,exit_price,pnl_points,bars_held,outcome
2022-03-07 22:45:00,2022-03-08 03:00:00,1,P2,1996.68,1987.5081675482543,2042.539162258729,1987.5081675482543,-9.471832451745787,13,SL
2022-03-08 06:15:00,2022-03-08 06:45:00,1,P2,1986.26,1985.5645138929763,1989.7374305351186,1989.7374305351186,3.1774305351186287,2,TP
2022-03-08 07:45:00,2022-03-08 15:45:00,1,P2,1993.96,1986.6708266060136,2030.405866969932,2015.03,20.769999999999936,32,EOD
2022-03-09 03:15:00,2022-03-09 03:30:00,1,P2,2040.52,2039.8490422714274,2043.874788642863,2039.8490422714274,-0.9709577285726028,1,SL
2022-03-09 07:00:00,2022-03-09 07:45:00,1,P2,2056.35,2047.3166481735207,2101.516759132396,2047.3166481735207,-9.333351826479248,3,SL
2022-03-09 13:00:00,2022-03-09 21:00:00,-1,P2,2011.84,2032.9134889118318,1906.4725554408406,1981.95,29.589999999999872,32,EOD
2022-03-10 04:00:00,2022-03-10 08:15:00,-1,P2,1971.82,1986.6536633590686,1897.6516832046568,1986.6536633590686,-15.133663359068624,17,SL
2022-03-10 14:30:00,2022-03-10 15:45:00,1,P2,2005.19,1992.152160225145,2070.379198874275,1992.152160225145,-13.337839774855002,5,SL
2022-03-10 19:00:00,2022-03-10 20:15:00,1,P2,1996.89,1993.8726339564307,2011.976830217847,1993.8726339564307,-3.3173660435693817,5,SL
2022-03-11 05:00:00,2022-03-11 13:00:00,-1,P2,1992.93,1997.8002948524975,1968.578525737513,1989.83,2.8000000000001366,32,EOD
2022-03-14 15:30:00,2022-03-14 23:30:00,-1,P2,1963.98,1968.7022599487393,1940.3687002563036,1952.54,11.140000000000054,32,EOD
2022-03-14 23:45:00,2022-03-15 08:45:00,-1,P2,1950.43,1957.7699804023966,1913.7300979880172,1926.01,24.120000000000072,32,EOD
2022-03-15 12:00:00,2022-03-15 17:30:00,-1,P2,1932.07,1937.0650075031635,1907.094962484182,1907.094962484182,24.67503751581803,22,TP
2022-03-16 04:45:00,2022-03-16 05:30:00,-1,P2,1920.18,1922.9407418807818,1906.3762905960912,1922.9407418807818,-3.0607418807817792,3,SL
2022-03-16 09:15:00,2022-03-16 12:30:00,-1,P2,1916.15,1921.2419112487823,1890.6904437560888,1921.2419112487823,-5.391911248782253,13,SL
